rang,count
5100.0,1
17500.0,7
22500.0,2
270000.0,1
24166.666666666668,6
2200.0,1
22500.0,2282
26500.0,10
2750.0,15
28000.0,3
29000.0,12
32000.0,2
3000.0,140
4000.0,12
5950.0,1
2150.0000000000005,2
22500.0,1
25000.0,12
30500.0,1
31000.0,3
4100.0,1
2400.0,1
25500.0,3
30999.999999999996,1
34000.0,2
2450.0,1
28000.0,1
2500.0,1
28500.0,10
31000.0,1
32000.0,1
2750.0,9
35000.0,51
3700.0,1
32500.0,225
4000.0,1
5250.0,1
38000.0,1
29500.0,2
30000.0,3
2900.0,1
36500.0,1
3850.0,2
2833.3333333333335,1
34000.0,8
4000.0,5
4150.0,1
3900.0,9
5400.0,2
600000.0,2
19166.666666666668,2
23333.333333333332,6
25000.0,89
